id,prediction,polarity,subjectivity,compound,neg,neu,pos,mood,tweet,created_at,favourites_count,statuses_count,followers_count,retweeted,retweet_count,retweeted_text,location,hashtags,user_mentions,symbols,urls,emoji
1077242959593177088,1,-0.05,0.2,-0.4449,0.268,0.732,0.0,dominance,perpetually unreported section society despite population going hero pm,Mon Dec 24 16:41:50 +0000 2018,4008,6148,122,False,0,cc ji please personal invitative please malpractice alive cc,New Delhi India,5,1,0,1,
1082765439107719168,1,0.22,0.69,0.2023,0.0,0.87,0.13,joy,really dont correlation dont know follower follow default significant results concluded duo far,Tue Jan 08 22:26:12 +0000 2019,119,98,164,False,0,due extra ordinary completion projects loose example lal phatak till date start work,New Delhi India,2,2,0,0,
1092441138743730176,1,-0.29,0.54,-0.1027,0.18899999999999997,0.8109999999999999,0.0,dominance,should vote ministers worked equally hard people,Mon Feb 04 15:13:58 +0000 2019,774,2220,278,False,1,supporters praise pm modi raising india’s stature world indian voters care government’s impact daily lives cosmic concerns writes ruchir sharma read,मुंबई भारत,2,9,0,0,
1078696098485526528,1,0.55,0.43,0.7906,0.0,0.652,0.348,faith,understand saath vikas want country good life style ji majority muslims wont vote need understand win something concrete,Fri Dec 28 16:56:05 +0000 2018,1194,1664,11,False,0,wipe little fat distinction summer support sake nation fighting alone,Perth Western Australia,2,2,0,0,
1085963696398991361,1,0.03,0.38,0.5267,0.0,0.812,0.188,dominance,yojana pradhan mantri jan arogya yojana centrally sponsored scheme launched major health initiatives namely heath wellness centres national health protection scheme(nhps,Thu Jan 17 18:14:56 +0000 2019,13005,23440,945,False,8,short years turned, India-Canada,5,0,0,0,
1090314975598596097,1,0.0,0.17,0.3818,0.0,0.698,0.302,arousal,our dynamic pm shri ji knows shows,Tue Jan 29 18:25:21 +0000 2019,1442,5054,279,False,0,asked remaining land given opposition heres analysis,Bengaluru India,4,1,0,0,
1072900214351163392,1,0.2,0.5,0.6908,0.0,0.584,0.41600000000000004,dominance,heres hoping stands joins term development minister accomplished man field,Wed Dec 12 17:05:19 +0000 2018,36545,50471,2201,False,3,clear defeat due negative stand related otherwise loose,New Delhi India,4,2,0,1,
1074670303991615488,1,0.0,0.0,0.0,0.0,1.0,0.0,sadness,tn gutter rats talking sanatanic chrislamist slavish mindsets jokers think sanatanic=satanic dey something knowing sanatanic=eternal/hence cant driven,Mon Dec 17 14:19:01 +0000 2018,35979,31524,857,False,1,congis jokers think difficult this👇👇,Unknown,3,0,0,0,
1073229554217611264,1,0.2,0.35,0.3818,0.165,0.506,0.32899999999999996,joy,requires smart spokespersons present lot fit shout fight elains achievements govt,Thu Dec 13 14:54:00 +0000 2018,15143,16924,342,False,1,loosing elections mp chattisgarh rajasthan perhaps defeat modi took office think lost charm happen,Bengaluru India,1,4,0,0,
1079185234275389440,1,0.0,0.0,0.4019,0.0,0.597,0.40299999999999997,dominance,yes watch man owners athani,Sun Dec 30 01:19:44 +0000 2018,3284,2070,74,False,0,around cr lpg connections till date given cr gas connections,chennai,2,3,0,0,
1092828689413357571,1,0.1,0.1,0.0,0.0,1.0,0.0,dominance,ammendment give power state strict action leader,Tue Feb 05 16:53:57 +0000 2019,2396,564,65,False,0,sixth day indefinite hunger strike admitted aap win elections,Ranchi India,6,3,0,0,
1076461623701716993,1,-0.06,0.33,-0.4939,0.457,0.5429999999999999,0.0,arousal,near propaganda stop little thats ushered modi,Sat Dec 22 12:57:05 +0000 2018,23703,140372,8368,False,0,loss mandate recent elections may move modi govt shower sops masses next month,Unknown,3,0,0,1,
1072498923787431936,1,0.26,0.58,0.7783,0.0,0.469,0.531,joy,dear love normal humans telangana mp ndtv live,Tue Dec 11 14:30:44 +0000 2018,462,537,1377,False,1,fighting forest rights feel narendra modi government watch live ndtv,mumbai,14,0,0,0,
1082631239725547520,1,0.0,0.0,0.6908,0.0,0.659,0.341,arousal,horizon leaders exploring options career change jet lee trying hand exploring standup comedy,Tue Jan 08 13:32:56 +0000 2019,736,918,40,False,0,historic descision modi govt💪 economicaly upper class approved union rs wil proposed quota unexpected move modi ji ahead wil gamechanging,Toronto Ontario,3,0,0,0,
1090119223710347264,1,0.0,0.0,0.0,0.0,1.0,0.0,neutral,months suggested could ally,Tue Jan 29 05:27:31 +0000 2019,9147,7015,3346,False,0,paper flying lok stupid!!😐,Bengaluru India,8,0,0,0,
1093032405433180160,1,0.15,0.7,0.5859,0.0,0.612,0.38799999999999996,anger,pm win election let anarchists corrupt politic…,Wed Feb 06 06:23:27 +0000 2019,1621,879,20,False,2,pm win election let anarchists corrupt politicians merry men run india,Unknown,0,4,0,0,
1085670165180633088,1,0.0,0.0,0.3612,0.0,0.28600000000000003,0.7140000000000001,joy,talking thank,Wed Jan 16 22:48:32 +0000 2019,196,714,5,False,5,talking thank via,..The place where Tamil poetess Andal was born and glorified and fostered Tamil literature... Srivilliputtur Tamil Nadu India,3,3,0,0,
1097526384694419456,1,0.0,0.0,0.0,0.0,1.0,0.0,joy,dmkdk pmk may field candidates constituencies dmdk may upto pt ijk ac sh…,Mon Feb 18 16:00:55 +0000 2019,6013,5080,154,False,6,dmkdk pmk may field candidates constituencies dmdk may upto pt ijk ac shanmugam likely,madurai,0,1,0,0,
1090443694556102656,1,0.04,0.58,-0.5106,0.22699999999999998,0.773,0.0,dominance,lots ppl frm theez groups falling line whn ji system leader nononsense hard fast wrk size theez anti shrinking shrinking fast,Wed Jan 30 02:56:50 +0000 2019,1056,9579,33,False,1,worlds longest express highway uttar pradesh ganga express highway,Under The Sea,3,1,0,1,
1080147656708567040,1,0.19,0.46,0.6486,0.0,0.654,0.34600000000000003,joy,ram mandir issue ji crystal clear hands tied support modiji unconditionally right,Tue Jan 01 17:04:04 +0000 2019,40766,69657,6170,False,13,precious gift us may god give good health happiness wellness,Unknown,2,1,0,0,
1091232330587357184,1,0.0,0.0,0.0,0.0,1.0,0.0,sadness,income tax income upto lacs,Fri Feb 01 07:10:36 +0000 2019,2773,1149,61,False,0,pm pride,Aurangabad,4,0,0,0,
1099549935312064513,1,-0.04,0.15,0.0,0.0,1.0,0.0,dominance,edition mann ki program prime minister announced due next radio show last week may,Sun Feb 24 06:01:47 +0000 2019,1830,244123,116386,False,0,pm east tour counter priyanka effect,Noida India,1,1,0,1,
1091756280279031808,1,0.0,0.0,-0.6124,0.4,0.6,0.0,sadness,white racist pig must deported italian homeland,Sat Feb 02 17:52:35 +0000 2019,6893,7598,122,False,1,white racist pig must deported italian homeland italy,Bharat,2,1,0,0,
1084809466825134081,1,0.0,0.4,-0.4019,0.33,0.486,0.184,sadness,attempts opposition vain modi gain pappu deep pain namo stands rocksolid pm,Mon Jan 14 13:48:26 +0000 2019,1692,3678,9,False,1,loss emergence coalition politics seems opposition leaders attacking ruling party failing forth reasons should power,New Delhi India,1,0,0,0,
1079923424145723392,1,-0.23,0.37,-0.8176,0.63,0.37,0.0,sadness,lost stupid act regret next years diplomacy action,Tue Jan 01 02:13:02 +0000 2019,16833,24806,551,False,2,lost stupid act regret next years diplomacy action,Jamshoro Sindh. Pakistan.,13,2,0,1,
1078247745578627072,1,-0.31,0.69,-0.4019,0.278,0.722,0.0,anger,mean things got wanted disgruntled expecting lose hedging,Thu Dec 27 11:14:30 +0000 2018,9333,15545,293,False,0,super star madhuri dixit likely contest pune lok polls,Kolkata India,1,3,0,1,
1092031345314983936,1,0.25,0.25,0.4404,0.0,0.674,0.326,arousal,exactly india needs hope modi gets reelected,Sun Feb 03 12:05:36 +0000 2019,9,2,0,False,0,dear ji our medical rules regulations much due huge difference govt private hospitals opinion countries free medical service canada,Unknown,1,0,0,1,
1082153779393224704,1,0.18,0.42,-0.0072,0.17,0.66,0.16899999999999998,dominance,epic win team india legends gavaskar sachin dhoni cant convert strength victory virat creates history nehru indira rao failed inclusive development rural india modiji magic let’s repeat,Mon Jan 07 05:55:41 +0000 2019,466,396,70,False,0,historic win indians walks life dreamt sri pm nation lets relive dream let history repeat,Cochin,1,1,0,0,
1097523210797678594,1,0.0,0.0,0.0,0.0,1.0,0.0,arousal,state elections split seats discussing allies ke…,Mon Feb 18 15:48:19 +0000 2019,199981,112289,1361,False,4,state elections split seats discussing allies keeping seats aside seats seats live updates,Mumbai India,1,3,0,0,
1082951215296798720,1,0.23,0.53,-0.5423,0.6,0.4,0.0,anger,controversial tmc mp allegedly defects,Wed Jan 09 10:44:24 +0000 2019,89,2462,199,False,0,lok passes constitution amendment quota economically unreserved sections cleared congratulations pm shri ji taking historic step,Kolkata India,1,5,0,1,
1087239505541779457,1,0.0,0.0,-0.5267,0.46799999999999997,0.532,0.0,sadness,questioning evms opposition started making excuses defeat,Mon Jan 21 06:44:32 +0000 2019,159,66,4,False,1,questioning evms opposition started making excuses defeat,New Delhi India,0,3,0,0,
1084191635972317184,0,0.0,0.0,-0.3182,0.6970000000000001,0.303,0.0,sadness,consolidate dumping,Sat Jan 12 20:53:23 +0000 2019,151,31542,3018,False,0,thread,San Jose,6,0,0,0,
1093493147307405314,1,0.25,0.47,0.8625,0.0,0.61,0.39,joy,pm india seeing progress last years spheres investment steel sector start ups milk agriculture aviation indias progress outstanding,Thu Feb 07 12:54:17 +0000 2019,784,28888,45577,False,0,pm wish healthy competition upcoming elections would encourage youth voting time.”,Georgia,2,1,0,1,
1090686540454387717,1,0.43,0.58,0.8126,0.0,0.44799999999999995,0.552,dominance,words todays overall event inspirational sir great arrangem…,Wed Jan 30 19:01:49 +0000 2019,248825,106858,1048,False,1,words todays overall event inspirational sir great arrangements great system,Unknown,1,3,0,0,
1092511675033444353,1,0.0,0.75,0.5106,0.0,0.5479999999999999,0.452,dominance,glamorous flashy famous uk judge,Mon Feb 04 19:54:15 +0000 2019,11785,5588,620,False,0,king good times🍻 going face music soon excellent foreign policy🙏 haters criticizing foreign trips?😺,Unknown,8,0,0,1,
1083703924371013633,1,0.0,0.0,0.0,0.0,1.0,0.0,dominance,decide something miles ahead,Fri Jan 11 12:35:24 +0000 2019,4907,5411,234,False,8,decide something miles ahead,Unknown,3,1,0,0,
1086589988395921408,1,0.05,0.5,0.3818,0.0,0.794,0.20600000000000002,dominance,andhra pradesh chief minister saturday people country reneging promises general elections,Sat Jan 19 11:43:35 +0000 2019,136,68355,3577,False,0,whos thinking help consolidate position motivating,Chennai India,4,0,0,1,
1092075456776400897,1,0.0,0.0,0.29600000000000004,0.0,0.645,0.355,arousal,west cm sit creating controversy,Sun Feb 03 15:00:53 +0000 2019,408,4105,300,False,0,divine spiritual people trust pm direct complete vote transfer across age groups core voter might far fetched,Kolkata India,4,2,0,0,
1098345537684811776,1,0.0,0.0,-0.5106,0.39799999999999996,0.602,0.0,dominance,orders release prisoners pm request voters,Wed Feb 20 22:15:57 +0000 2019,1,52844,1516,False,1,orders release prisoners pm request voters,TRipura,4,1,0,0,
1082337702412922880,1,0.1,0.18,0.6997,0.0,0.633,0.36700000000000005,dominance,really appreciating step need dynamic personality our country years continuous developments vote,Mon Jan 07 18:06:31 +0000 2019,175,70,92,False,0,look upcoming movie life our pm ji eagerly waiting this.all,Sector 29B Chandigarh,8,0,0,1,
1085502677809852422,1,0.0,0.1,0.0,0.0,1.0,0.0,dominance,kisi ke ka nahi hai jo ko kar doge.supreme court allows hold political meetings rallies,Wed Jan 16 11:43:00 +0000 2019,40,1081,14,False,0,win ap elections,Thane India,1,7,0,0,
1090063120049922050,1,0.0,0.0,0.0,0.0,1.0,0.0,fear,else got largest women mps case,Tue Jan 29 01:44:34 +0000 2019,133,258,73,False,0,likely contest polls together may settle seat sharing arrangement,Trivandrum,3,2,0,0,
1083896284631621632,1,0.0,0.0,-0.7003,0.34299999999999997,0.657,0.0,sadness,cell phone charges today around gets unlimited calling nationwide tons data interconnect charges scrapped lowest tarrifs,Sat Jan 12 01:19:46 +0000 2019,13006,23442,945,False,18,scary thought leave country, India-Canada,3,0,0,0,
1081818024829743104,1,0.0,0.0,0.0,0.0,1.0,0.0,neutral,rafale,Sun Jan 06 07:41:30 +0000 2019,8419,14253,237,False,0,trinamool set command pack coming ls election,भारत का रहने वाला हूँ भारत की,2,0,0,0,
1088053228011438080,1,0.2,0.4,0.4939,0.188,0.5429999999999999,0.268,dominance,mistake wins election time tell someone name prime minister would changed someone else people don’t waste precious vote vote,Wed Jan 23 12:37:59 +0000 2019,23,16,2,False,0,honestly guess fault mr narrative set hate modi easily always leader close our pm let pm loose,Bangalore,4,0,0,0,
1099601940785225733,1,0.25,0.35,0.3182,0.243,0.38799999999999996,0.369,sadness,feel iq sucks think done win,Sun Feb 24 09:28:26 +0000 2019,187,227,9,False,0,dreadful cancer tat india needs wipe democracy face sudden death hands merciless vote save democracy vote peace vote communal harmony vote,Wadi India,4,1,0,0,
1083650863636180992,1,0.2,0.2,0.3818,0.221,0.368,0.41200000000000003,fear,mantiri ji helped us help us defeat thanks,Fri Jan 11 09:04:33 +0000 2019,3,1073,1,False,0,delay verdict affect via read,New Delhi Delhi,7,9,0,1,
1090850744423669762,1,0.0,0.0,0.0762,0.161,0.711,0.128,dominance,sir mr dont know pm sir servant experience isnt everything talent matters known us know dont panic try,Thu Jan 31 05:54:19 +0000 2019,1894,2463,160,False,0,fools trying trend modiji left family country modiji left family ruin country,अपनी धुन...,2,1,0,1,
1080014904919240706,1,0.0,0.0,0.4019,0.0,0.426,0.574,joy,tathastu wish goal,Tue Jan 01 08:16:33 +0000 2019,3485,322669,19587,False,0,lucky guy modi ji saved life,Mumbai ,1,1,0,0,
1081795260324462593,1,0.05,0.7,-0.6705,0.37799999999999995,0.489,0.133,arousal,grand alliance game changer power alliance shaken ruling junta delhi staring humiliation rejection court people,Sun Jan 06 06:11:03 +0000 2019,4132,16869,1863,False,0,kick starting poll campaign ne pm inaugurates ecotourism complex district integrated tourist destination district others manipur today,London,1,4,0,0,
1090994903516094465,1,0.8,0.4,0.5859,0.0,0.345,0.655,joy,modi ji win,Thu Jan 31 15:27:09 +0000 2019,154,55,3,False,0,general secretary taken prime minister finding fault oppositions united efforts defeat saying came power support parties,Bihar India,2,2,0,0,
1084064439798779904,1,0.0,0.0,-0.0382,0.278,0.462,0.261,anger,dont lose hope shah tells workers,Sat Jan 12 12:27:58 +0000 2019,2012,156035,2519,False,0,neednt worry verdict matter court arising remote writes,Hyderabad,4,9,0,1,
1083354241043976192,1,0.0,0.0,-0.3724,0.124,0.8759999999999999,0.0,joy,lived dynasty rulers lived us knows life without comforts felt home pm experience living himalayas age via namo app,Thu Jan 10 13:25:53 +0000 2019,31629,54096,439,False,1,lived dynasty rulers lived us knows life without comforts felt home pm experience living himalayas age via namo app,Unknown,2,1,0,1,
1081441125477404672,1,0.1,0.38,0.7506,0.0,0.522,0.478,joy,narrative clear winner non india family corruption narrative campaign,Sat Jan 05 06:43:51 +0000 2019,26900,79145,1537,False,0,party good chance winning seats national parties inc,India,4,0,0,1,
1073870672344961024,1,0.0,0.0,-0.1531,0.40299999999999997,0.278,0.319,fear,solution farmers’ woes run,Sat Dec 15 09:21:34 +0000 2018,9119,554957,6808,False,1,solution farmers’ woes run,India,5,1,0,0,
1077792158394929153,1,0.1,1.0,0.7003,0.125,0.435,0.44,sadness,us advising care core voters interests far loss turned deaf ear hope,Wed Dec 26 05:04:09 +0000 2018,525,5267,169,False,0,whenever twitter gets modi jis name sound tampered experienced instances sweeping majority,IndiaRussiaGermany,2,2,0,1,
1082975957500145664,1,0.25,0.54,0.5994,0.0,0.726,0.27399999999999997,joy,watch share prof jyothsna tirunagari live today dec pm pm channel special reservation master mind,Wed Jan 09 12:22:43 +0000 2019,1960,3214,853,False,0,elections campaign defends defaming defence minister means soiling reputation indias women read highlights pm modis agra speech,Kachiguda Hyderabad,4,0,0,0,
1086656884075950080,1,0.0,0.0,0.34,0.0,0.745,0.255,arousal,think played via pave lets todays added tally,Sat Jan 19 16:09:24 +0000 2019,17650,46806,292,False,1,think played via pave lets todays added tally,Unknown,6,0,0,0,
1083754331638120449,1,0.5,1.0,0.8979,0.0,0.43700000000000006,0.563,dominance,grand nana may mani may father mother marry time children yes dynast ha ha ha,Fri Jan 11 15:55:42 +0000 2019,6245,22262,847,False,0,ka handsome hunk nothing our pm kya ho log,INDIA,3,4,0,1,
1091310301163720704,1,0.14,0.27,0.0,0.0,1.0,0.0,joy,middle class right,Fri Feb 01 12:20:26 +0000 2019,260,78005,1900,False,1,middle class right,Unknown,2,1,0,0,
1098269425466331136,1,0.0,0.0,0.0,0.0,1.0,0.0,arousal,takes regional route opposition,Wed Feb 20 17:13:30 +0000 2019,835108,692671,4532,False,5,takes regional route opposition,Unknown,1,1,0,1,
1077988578053959680,1,0.7,0.6,0.8934,0.0,0.204,0.7959999999999999,joy,congratulations leaders wishing good luck jai hind,Wed Dec 26 18:04:39 +0000 2018,63459,43020,583,False,0,donate ensure ek modi sarkar’,Bangalore India,8,4,0,0,
1081124466065838080,1,0.0,0.0,0.4767,0.0,0.631,0.369,arousal,defence minister rafale upa spoiled years janata party goa,Fri Jan 04 09:45:33 +0000 2019,299,311,246,False,1,sad strong rajya defend defence minister sixer,Goa India,4,0,0,1,
1072465523122802689,1,0.2,0.38,0.0,0.0,1.0,0.0,dominance,retains seats khategaon jawad ratlam rural detailed election results analysis,Tue Dec 11 12:18:00 +0000 2018,0,554210,11053925,False,3,result ratlam rural retained catch action ndtv track live updates,India,3,0,0,1,
1072383477658632193,1,0.7,0.6,0.4404,0.0,0.7070000000000001,0.293,dominance,result kuch ho pm good leader worked country,Tue Dec 11 06:51:59 +0000 2018,71,665,15,False,0,important meeting leaders madhya pradesh chief minister residence counting votes elect underway seesaw congress,Ara India,5,0,0,0,
1079808072560926720,1,0.8,0.9,0.4588,0.0,0.5,0.5,joy,welcome let india shine,Mon Dec 31 18:34:41 +0000 2018,9141,5583,602,False,4,welcome let india shine,राजस्थान भारत।🙏🌷🌹🌺,5,1,0,0,
1092684802128601088,1,0.0,0.0,0.0,0.0,1.0,0.0,dominance,launches nationwide campaign seek suggestions election manifesto https:/…,Tue Feb 05 07:22:12 +0000 2019,5268,4212,593,False,2,launches nationwide campaign seek suggestions election manifesto via namo app,New Delhi India,2,1,0,0,
1091352395920101376,1,1.0,1.0,0.8464,0.0,0.52,0.48,dominance,defense allocation interim shown government stands really wonderful step hope soon path defense manufacturing export,Fri Feb 01 15:07:42 +0000 2019,99,1147,76,False,1,hes asking vote want retain excitement till may elections,Banglore,1,1,0,0,
1073799020684881921,1,0.0,0.0,0.5994,0.0,0.204,0.7959999999999999,joy,champion earth,Sat Dec 15 04:36:51 +0000 2018,3906,13512,1339,False,1,champion earth,Mettupalayam India,1,2,0,0,
1098894587072995328,1,0.0,1.0,0.0,0.0,1.0,0.0,dominance,satanic plans cancerous cult led vastly modify constitution ag…,Fri Feb 22 10:37:40 +0000 2019,0,1411,6,False,18,satanic plans cancerous cult led vastly modify constitution agenda persecution minorities/muslims adopt economic crony capitalist measures vote root finish,Unknown,4,1,0,0,
1085552913814974464,1,0.0,0.0,0.5423,0.0,0.667,0.33299999999999996,dominance,industrial leaders our called feku politicians want save democracy pushing modiji,Wed Jan 16 15:02:37 +0000 2019,13022,29857,1310,False,2,wd reigned soga mullayam lallu chotala daulat india mind vote weightage mistake last chance progress missed,Chennai Bangalore ,3,0,0,1,
1097175088548343809,1,0.0,0.0,0.0,0.0,1.0,0.0,dominance,contested seats seats riding modi wave seats sena,Sun Feb 17 16:45:00 +0000 2019,379,377552,3155536,False,13,fake vs real lies vs truth,Unknown,4,0,0,1,
1092520520866820096,1,0.8,0.75,0.6249,0.0,0.687,0.313,joy,modiji reincarnation swami vivekananda netaji soul india great vote modi,Mon Feb 04 20:29:24 +0000 2019,4081,5615,34,False,0,meanwhile vijay maliya extradited india victory kudos,Unknown,1,0,0,0,
1086673243665096704,1,0.35,0.51,0.7184,0.0,0.7,0.3,dominance,citizens india hark saying together modi went corrupt.they care kin kingdoms choose wisely choose future children,Sat Jan 19 17:14:25 +0000 2019,2043,1474,39,False,0,jai hind,Guwahati India,5,1,0,1,
1091509126818086917,1,-0.17,0.33,-0.0772,0.091,0.909,0.0,dominance,sign rahul ji hes tweeting serious mathematical calculations without vetted sir reason person helm,Sat Feb 02 01:30:29 +0000 2019,4543,1921,28,False,0,thanks congrats ji goel ji presententing ppl friendly history india taking care farmers middle class poor sme army sections society opposition hs speechless evm startd,Unknown,2,2,0,0,
1082891918592364545,1,-0.03,0.23,0.128,0.175,0.621,0.203,dominance,story years poor middle class politicians dynasty families laugh swiss reason our rocks,Wed Jan 09 06:48:47 +0000 2019,2518,5708,248,False,0,yuva shakti girls india vote modi ji,India,4,1,0,1,
1097850793745678336,1,0.0,0.0,0.4019,0.0,0.828,0.172,dominance,ruling aiadmk tamil nadu signed pact janata party tuesday contest together allocated seats state,Tue Feb 19 13:30:00 +0000 2019,320,20717,58881,False,13,alliance win,New Delhi India,2,0,0,1,
1084063285006102528,1,0.0,0.0,-0.4215,0.318,0.682,0.0,dominance,performance opposition lies control election narrative jaitley,Sat Jan 12 12:23:22 +0000 2019,133,44,4,False,1,performance opposition lies control election narrative jaitley,New Delhi India,1,3,0,0,
1090641390508204033,1,0.1,0.4,-0.8689,0.6709999999999999,0.17600000000000002,0.153,arousal,murders rapists alive shame india hanged yet,Wed Jan 30 16:02:25 +0000 2019,4309,9459,2137,False,1,courage determination commitment toughness hard work talent patriotism guts thats our prez shri,NCR India,3,4,0,0,
1080757563640098816,1,0.8,1.0,0.5719,0.0,0.654,0.34600000000000003,dominance,happy calender year year resolution ji prime minister,Thu Jan 03 09:27:37 +0000 2019,6,25,1,False,3,happy calender year year resolution ji prime minister,Unknown,0,2,0,0,
1084382861497487360,1,0.2,0.2,0.0,0.0,1.0,0.0,dominance,article might economic headwinds might face,Sun Jan 13 09:33:15 +0000 2019,1697,9694,3521,False,0,men india face womens govt india taking step form stop womens party coming,The United States,3,5,0,1,
1080380502874509312,1,0.0,0.0,0.4215,0.0,0.612,0.38799999999999996,fear,agree pn vijay pm ji ji pls interviews,Wed Jan 02 08:29:19 +0000 2019,9,1540,1,False,0,stage set farmer rescue package reports suggest pm modi discussed agrarian crisis fm chief could announced win farm community ahead report,Mumbai India,2,11,0,1,
1096660530876436480,1,-0.2,0.4,-0.4767,0.508,0.49200000000000005,0.0,arousal,round attack corruption government,Sat Feb 16 06:40:20 +0000 2019,3,843,3,False,2,round attack corruption government,Unknown,1,6,0,0,
1099433040575586305,1,0.0,0.0,0.0772,0.0,0.885,0.115,arousal,govt may review stand needs want our need follow our rules,Sat Feb 23 22:17:18 +0000 2019,187,36669,3078,False,1,repeal reap huge dividends hit,San Jose,7,0,0,1,
1084806173096841217,1,0.0,0.0,0.9359999999999999,0.0,0.32899999999999996,0.6709999999999999,fear,india knowledge worshipped saraswati power worshipped durga wealth worshipped laxmi le…,Mon Jan 14 13:35:21 +0000 2019,56744,35730,339,False,2,india knowledge worshipped saraswati power worshipped durga wealth worshipped laxmi leading india towards powerful wealthy,India,0,2,0,0,
1080345942623166464,1,0.0,0.0,-0.128,0.282,0.485,0.233,dominance,criticism government till elections should highlight gaps,Wed Jan 02 06:11:59 +0000 2019,45324,158245,1879,False,0,tourism receives major india earned usd tourism compared usd rising rank world travel tourism competitiveness index,Unknown,3,1,0,0,
1084817249301454848,1,0.33,0.67,0.5994,0.0,0.204,0.7959999999999999,joy,super star,Mon Jan 14 14:19:21 +0000 2019,4089,5984,218,False,0,historic day decisively pass congratulating government led prime minister shri ji ensuring gender equality gender parity dignity,New Delhi India,6,5,0,1,
1076236478886432791,1,0.0,0.0,-0.0516,0.231,0.769,0.0,sadness,india unsafe may leave country,Fri Dec 21 22:02:26 +0000 2018,593,866,69,False,0,,Brussels,1,0,0,0,
1084694213227364352,1,0.0,0.0,0.0,0.0,1.0,0.0,arousal,plan sacrifice ls seats assam consolidate hold tripura,Mon Jan 14 06:10:27 +0000 2019,28812,14794,1207,False,1,plan sacrifice ls seats assam consolidate hold tripura forthcoming elections show part plan losing assam worked accordingly assamese votes traitor,Jorhat Assam India,0,3,0,0,
1099602873036357632,1,0.0,0.0,-0.3612,0.128,0.872,0.0,dominance,election commission voter registration site days functions correctly screenshot online site uptime checker person incharge should sacked offenders,Sun Feb 24 09:32:09 +0000 2019,188,7644,17873,False,0,dreadful cancer tat india needs wipe democracy face sudden death hands merciless vote save democracy vote peace vote communal harmony vote,ÜT: 19.13351972.811582,1,3,0,0,
1072676208557678592,1,0.8,0.4,0.5859,0.0,0.6779999999999999,0.322,joy,ji indians dont wanna listen pakistan anything win fre…,Wed Dec 12 02:15:12 +0000 2018,393,11639,514,False,1,ji indians dont wanna listen pakistan anything win lollypops cost election plz win cost cant imagine pm india,Unknown,1,2,0,0,
1080496936036323330,1,-0.08,0.15,0.069,0.102,0.785,0.113,dominance,itll actually give something show dont showing actual progress theyve work theyve done past years instead choose promote movie trailers,Wed Jan 02 16:11:58 +0000 2019,893,28,10,False,1,ji request spin us yarn waiting judicial process issue voted power promises last elections,Unknown,4,2,0,0,
