id,prediction,polarity,subjectivity,compound,neg,neu,pos,mood,tweet,created_at,favourites_count,statuses_count,followers_count,retweeted,retweet_count,retweeted_text,location,hashtags,user_mentions,symbols,urls,emoji
1097125999148294145,1,0.00,0.00,0.0,0.0,1.0,0.0,neutral,lok elections,Sun Feb 17 13:29:56 +0000 2019,2067,79584,602,False,0,govt(now uri review people good voted figure votes👍 congress govt accidental prime minister review people votes low count votes👎,Unknown,18,0,0,1,
1096687279089672193,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,whats hitch congress leading postpoll coalition opposite,Sat Feb 16 08:26:37 +0000 2019,78,4397,5767,False,0,govt(now uri review people good voted figure votes👍 congress govt accidental prime minister review people votes low count votes👎,India,10,2,0,1,
1096665668710211584,1,0.00,0.00,0.0,0.0,1.0,0.0,neutral,episode cg pm,Sat Feb 16 07:00:45 +0000 2019,1,2279,96,False,0,govt(now uri review people good voted figure votes👍 congress govt accidental prime minister review people votes low count votes👎,Raipur Chhattisgarh,17,0,0,1,
1096352304586940417,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,congress rap,Fri Feb 15 10:15:33 +0000 2019,78,4397,5767,False,0,govt(now uri review people good voted figure votes👍 congress govt accidental prime minister review people votes low count votes👎,India,10,0,0,1,
1096322679332843520,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,congress karnatakas farmers,Fri Feb 15 08:17:50 +0000 2019,78,4397,5767,False,0,govt(now uri review people good voted figure votes👍 congress govt accidental prime minister review people votes low count votes👎,India,10,4,0,1,
1099559058011389952,1,0.00,0.00,0.0,0.0,1.0,0.0,arousal,outfit oppose congressncp alliance,Sun Feb 24 06:38:02 +0000 2019,563,153843,7397,False,0,govt(now uri review people good voted figure votes👍 congress govt accidental prime minister review people votes low count votes👎,India,3,0,0,1,
1098910082677571588,1,0.30,0.20,0.5719,0.0,0.619,0.381,dominance,congress ram temple wins elections harish rawat,Fri Feb 22 11:39:15 +0000 2019,2014,157705,2622,False,0,govt(now uri review people good voted figure votes👍 congress govt accidental prime minister review people votes low count votes👎,Hyderabad,4,3,0,1,
1097555250766962689,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,shiv sena seal alliance lok election,Mon Feb 18 17:55:38 +0000 2019,252,1205,442,False,0,govt(now uri review people good voted figure votes👍 congress govt accidental prime minister review people votes low count votes👎,New Delhi India,5,0,0,1,
1097342013240795137,1,0.00,0.00,-0.4939,0.262,0.738,0.0,anger,cong mla umesh jadhav rejects allegation taken rs cr joining,Mon Feb 18 03:48:18 +0000 2019,62,56557,1157,False,0,govt(now uri review people good voted figure votes👍 congress govt accidental prime minister review people votes low count votes👎,Unknown,12,0,0,1,
1097024436287488000,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,mp congress selection ls candidates,Sun Feb 17 06:46:21 +0000 2019,2014,157705,2622,False,0,govt(now uri review people good voted figure votes👍 congress govt accidental prime minister review people votes low count votes👎,Hyderabad,3,3,0,1,
1099759031290228736,1,0.00,0.50,0.0,0.0,1.0,0.0,dominance,keeping options open premlatha vijayakanth,Sun Feb 24 19:52:40 +0000 2019,62,56557,1157,False,0,govt(now uri review people good voted figure votes👍 congress govt accidental prime minister review people votes low count votes👎,Unknown,12,0,0,1,
1099723326627340288,1,-0.39,0.83,-0.4767,0.506,0.494,0.0,dominance,tough fight congress edge state seats,Sun Feb 24 17:30:47 +0000 2019,1371,4412,66,False,7,tough fight congress edge state seats seats seats,NEW DELHI,3,2,0,0,
1099722979699617793,1,-0.07,0.21,0.6908,0.0,0.584,0.416,arousal,shows improvement ruling trinamool congress stay single largest party state,Sun Feb 24 17:29:24 +0000 2019,110682,75678,293,False,3,shows improvement ruling trinamool congress stay single largest party state,Unknown,2,1,0,0,
1099687684778258432,1,-0.39,0.83,-0.4767,0.406,0.594,0.0,dominance,tough fight congress edge state seats seats seats,Sun Feb 24 15:09:09 +0000 2019,448,4802,1635,False,7,shows improvement ruling trinamool congress stay single largest party state,Chennai Tamil Nadu,8,2,0,0,
1099662692711772160,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,introduces congress pm candidate tweets,Sun Feb 24 13:29:51 +0000 2019,51,43001,24688,False,0,shows improvement ruling trinamool congress stay single largest party state,Mumbai India,5,0,0,1,
1099518715505201153,1,0.00,0.50,0.296,0.0,0.804,0.196,dominance,join politics feel should dedicate larger role serving people post,Sun Feb 24 03:57:44 +0000 2019,51,43001,24688,False,0,shows improvement ruling trinamool congress stay single largest party state,Mumbai India,5,3,0,1,
1099371445967355906,1,-0.39,0.83,-0.4767,0.406,0.594,0.0,sadness,per our report tough fight jd(s congress may,Sat Feb 23 18:12:32 +0000 2019,1448,11605,365,False,1,per our report tough fight jd(s congress may edge seats seats seats,Unknown,3,1,0,0,
1099371126214545408,1,0.00,0.00,0.0,0.0,1.0,0.0,neutral,sweep,Sat Feb 23 18:11:16 +0000 2019,1448,11605,365,False,2,sweep seats seats seats seats seats,Unknown,11,2,0,0,
1099358681634877440,1,0.00,0.00,0.4019,0.0,0.597,0.403,dominance,opinion noncongress parties adopting congressism,Sat Feb 23 17:21:49 +0000 2019,9,5,0,False,4,opinion noncongress parties adopting congressism,Unknown,1,1,0,1,
1099337422695890944,1,-0.55,0.55,-0.7351,0.323,0.677,0.0,dominance,india million unemployed people unorganized sector risen million means failed providing people must dirty politics,Sat Feb 23 15:57:20 +0000 2019,3009,830,38,False,0,opinion noncongress parties adopting congressism,Uttarakhand India,4,0,0,0,
1099323043162206209,1,0.00,0.00,0.0,0.0,1.0,0.0,neutral,parlament segment facing people warangal telangana,Sat Feb 23 15:00:12 +0000 2019,0,197,1,False,0,opinion noncongress parties adopting congressism,Andhra Pradesh Telangana India,15,0,0,0,
1099218841102503941,1,0.00,0.25,0.0,0.0,1.0,0.0,dominance,recent posters congress,Sat Feb 23 08:06:08 +0000 2019,357,170,27,False,1,recent posters congress,Navi Mumbai India,4,1,0,0,
1099151021664743425,1,0.00,0.00,0.296,0.0,0.577,0.423,faith,seats manage share opinion,Sat Feb 23 03:36:39 +0000 2019,10497,10384,120,False,2,seats manage share opinion,India,5,2,0,0,
1098958623659552769,1,-0.17,0.17,0.0,0.0,1.0,0.0,arousal,dared presidents give account development previous upa regime accounts,Fri Feb 22 14:52:08 +0000 2019,136,70444,3689,False,0,seats manage share opinion,Chennai India,9,0,0,1,
1098894212299403264,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,government office lok elections,Fri Feb 22 10:36:11 +0000 2019,2103,10474,4221,False,0,seats manage share opinion,Goa,18,0,0,0,
1098890573895921669,1,0.70,0.90,0.25,0.169,0.515,0.316,dominance,struggle majority congress fair chance forming coalition government fitch report,Fri Feb 22 10:21:43 +0000 2019,51,43001,24688,False,0,seats manage share opinion,Mumbai India,1,2,0,1,
1098862874208940032,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,lok polls come vote,Fri Feb 22 08:31:39 +0000 2019,179,486,10,False,0,seats manage share opinion,Mumbai India,10,3,0,0,
1098794969953955841,1,0.00,0.00,0.4019,0.0,0.649,0.351,dominance,thehinducomment opinion noncongress parties adopting congressism,Fri Feb 22 04:01:50 +0000 2019,73,68328,62,False,0,seats manage share opinion,Unknown,1,0,0,1,
1098775825766182912,1,0.00,0.00,-0.3182,0.223,0.777,0.0,dominance,led alliance manage duck anti governments plan along congress,Fri Feb 22 02:45:45 +0000 2019,1623,5006,1481,False,10,seats manage share opinion,Chennai/Tamizh Nadu,8,0,0,1,
1098773115063037952,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,kamalvir rao singh minister vicepresident haryana joins congress,Fri Feb 22 02:34:59 +0000 2019,1304,7302,14403,False,0,seats manage share opinion,PUNE INDIA,4,0,0,0,
1098644034162167808,1,0.75,0.95,-0.4717,0.506,0.494,0.0,joy,dont consider col successful,Thu Feb 21 18:02:04 +0000 2019,2953,5485,907,False,0,seats manage share opinion,New Delhi India,4,0,0,1,
1098640912329072641,1,0.80,1.00,0.4404,0.0,0.734,0.266,dominance,cm attractive leader state pm stands position followed position,Thu Feb 21 17:49:39 +0000 2019,448,4802,1635,False,0,seats manage share opinion,Chennai Tamil Nadu,9,4,0,0,
1098639639961718784,1,-0.45,0.70,-0.6249,0.369,0.631,0.0,dominance,nearly voters feel economy nation gone worst state,Thu Feb 21 17:44:36 +0000 2019,448,4802,1635,False,1,seats manage share opinion,Chennai Tamil Nadu,8,0,0,0,
1098639071037992960,1,0.00,0.30,0.4215,0.0,0.682,0.318,dominance,voters feel essential needs fulfilled state government,Thu Feb 21 17:42:20 +0000 2019,448,4802,1635,False,0,seats manage share opinion,Chennai Tamil Nadu,9,0,0,0,
1098636536940191746,1,0.00,0.00,0.0,0.0,1.0,0.0,neutral,sweep seats seats seats seats seats,Thu Feb 21 17:32:16 +0000 2019,448,4802,1635,False,2,seats manage share opinion,Chennai Tamil Nadu,12,5,0,0,
1098586637620178944,1,0.00,0.00,-0.7717,0.77,0.23,0.0,arousal,congressi thieves liars decision,Thu Feb 21 14:13:59 +0000 2019,42849,225991,4023,False,0,seats manage share opinion,🇫🇷 🇩🇪 🇮🇳 🇪🇺,1,0,0,0,
1098585104408956929,1,-0.25,0.25,0.6705,0.0,0.606,0.394,joy,senior leader party gone whatever done past reach opposition parties together led nda,Thu Feb 21 14:07:54 +0000 2019,50,52667,7977,False,0,seats manage share opinion,BENGALURU,5,0,0,0,
1098537046488932353,1,0.05,0.85,-0.0516,0.25,0.517,0.233,joy,tired convincing congress form alliance understand alliance wil…,Thu Feb 21 10:56:56 +0000 2019,3,19,13,False,4,tired convincing congress form alliance understand alliance lose seven lok seats currently delhi national convener,Unknown,0,1,0,0,
1098506954073239554,1,0.00,0.00,0.0,0.0,1.0,0.0,anger,think vote,Thu Feb 21 08:57:21 +0000 2019,1223,776,66,False,6,think vote,Kerala India,5,1,0,0,
1098486341539692544,1,0.03,0.68,0.1027,0.315,0.326,0.359,sadness,difference weak leader vs strong,Thu Feb 21 07:35:27 +0000 2019,5484,4833,1318,False,1,think vote,New Delhi/Bhubaneswar,15,1,0,0,
1098478217730523136,1,0.40,1.00,0.8519,0.0,0.437,0.563,faith,priority dedicated crossfunctional team working ensure health conversation enhanced protected important time,Thu Feb 21 07:03:10 +0000 2019,1049,738,63,False,0,think vote,Unknown,6,3,0,1,
1098473088570847232,1,0.75,0.65,0.8105,0.0,0.348,0.652,joy,vote want win lok elections??choose wisely matter our country,Thu Feb 21 06:42:47 +0000 2019,83,10,4,False,0,think vote,Pune India,14,0,0,0,
1098458317595136001,1,0.03,0.70,-0.4404,0.276,0.591,0.133,dominance,tired convincing congress form alliance understand alliance lose seven lok seats currently delhi national convener,Thu Feb 21 05:44:05 +0000 2019,134,225954,1729032,False,4,think vote,India,1,1,0,1,
1098452685429170177,1,-0.35,0.65,-0.296,0.296,0.556,0.148,dominance,vk stand weak medically serious premalatha should care vks health avoid election cause ailment ailing captain,Thu Feb 21 05:21:43 +0000 2019,89,1052,10,False,0,think vote,San Francisco Bay Area USA,6,1,0,0,
1098438424044818432,1,0.00,0.00,-0.4019,0.252,0.748,0.0,anger,arvind kejriwal vehement alliance congress lose seats delhi oppos…,Thu Feb 21 04:25:02 +0000 2019,23083,619052,7058,False,1,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,Mumbai,1,1,0,0,
1098438184445378561,1,0.35,0.55,-0.4019,0.184,0.816,0.0,anger,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,Thu Feb 21 04:24:05 +0000 2019,51,43001,24688,False,1,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,Mumbai India,1,2,0,1,
1098429288414568448,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,dmk gives tn seats puducherry congress,Thu Feb 21 03:48:44 +0000 2019,62,56557,1157,False,0,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,Unknown,15,0,0,1,
1098294042348085248,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,tamil nadu set,Wed Feb 20 18:51:19 +0000 2019,794,3586,176,False,0,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,Unknown,5,0,0,0,
1098293056216825856,1,-0.05,0.33,0.4019,0.066,0.793,0.141,dominance,last days last days cutting coconut model coc gets issued lot political programs last days netas woken exciting times ahead,Wed Feb 20 18:47:24 +0000 2019,794,3586,176,False,0,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,Unknown,4,0,0,0,
1098288056560422912,1,0.13,0.50,0.4404,0.0,0.838,0.162,dominance,congress end day going anything good common man tn everyone knows people thinking feel current situation,Wed Feb 20 18:27:32 +0000 2019,401,3097,231,False,0,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,Irving TX,4,0,0,0,
1098253586054635521,1,-0.12,0.38,0.4215,0.0,0.851,0.149,joy,seat sharing pact signed ls seats congress seats tamil nadu puducherry alliance naala kootani” alliance due money,Wed Feb 20 16:10:34 +0000 2019,2013,1009,315,False,0,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,Chennai India,5,1,0,0,
1098243195782287361,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,lok elections congress contest seats alliance dmk tamil nadu mk stalin,Wed Feb 20 15:29:16 +0000 2019,51,43001,24688,False,0,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,Mumbai India,2,4,0,1,
1098192825814966273,1,-0.15,0.28,-0.5097,0.264,0.736,0.0,sadness,think desperate ally arch rival presently assam politically polarising almost nothing left parties agp,Wed Feb 20 12:09:07 +0000 2019,1096,1524,61,False,1,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,Tripura India,4,4,0,0,
1098187004603297793,1,-0.15,0.28,-0.5097,0.248,0.752,0.0,sadness,think agp desperate ally arch rival presently assam politically polarising almost nothing left parties agp,Wed Feb 20 11:45:59 +0000 2019,1096,1524,61,False,0,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,Tripura India,3,4,0,0,
1098186276686028805,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,congress contest eight tn seats plus puducherry,Wed Feb 20 11:43:06 +0000 2019,62,56557,1157,False,0,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,Unknown,14,0,0,1,
1098132648277377024,1,0.00,0.00,0.6369,0.0,0.606,0.394,dominance,chief come appreciate importance alliances experience polls throws lessons reports,Wed Feb 20 08:10:00 +0000 2019,134,225954,1729033,False,2,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,India,3,3,0,1,
1098121922137616384,1,0.80,0.40,0.5859,0.0,0.568,0.432,dominance,win tag team contest tamil nadu,Wed Feb 20 07:27:23 +0000 2019,127,2684,50,False,0,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,Unknown,7,0,0,0,
1098112515370770432,1,0.00,1.00,0.0,0.0,1.0,0.0,joy,day announced alliance likely formalise partnership upcoming mk stalin’s dmk,Wed Feb 20 06:50:00 +0000 2019,303,294974,60938,False,0,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,India,2,0,0,1,
1097958455514558464,1,0.10,0.15,0.6597,0.0,0.625,0.375,dominance,coincidence called approached tweet support party really sting operation political agenda,Tue Feb 19 20:37:49 +0000 2019,135,593,452,False,0,arvind kejriwal vehement alliance congress lose seats delhi opposition unites read full report,Lucknow India,7,0,0,0,
1097913237541023744,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,leader su thirunavukkarasar addresses media delhi terms aiadmk pmk alliance sinking ship,Tue Feb 19 17:38:08 +0000 2019,269,2066,157,False,3,leader su thirunavukkarasar addresses media delhi terms aiadmk pmk alliance sinking ship,New Delhi India,1,1,0,0,
1097834488162279424,1,0.42,0.73,0.0,0.0,1.0,0.0,dominance,detailed analysis latest statement full video,Tue Feb 19 12:25:13 +0000 2019,3521,6750,1688,False,69,leader su thirunavukkarasar addresses media delhi terms aiadmk pmk alliance sinking ship,Jaffna Sri Lanka,9,0,0,1,sad
1097810007624577024,1,-0.30,0.20,-0.4588,0.2,0.8,0.0,fear,leader su thirunavukkarasar addresses media delhi aiadmk pmk alliance forced marriage announced hurry,Tue Feb 19 10:47:56 +0000 2019,151,1530,1775,False,0,leader su thirunavukkarasar addresses media delhi terms aiadmk pmk alliance sinking ship,Unknown,4,0,0,0,
1097802669945704448,1,-0.20,0.25,0.2263,0.108,0.719,0.173,arousal,six years game routed polls giving taste political tricks gears photo ians,Tue Feb 19 10:18:47 +0000 2019,2,113376,16379,False,0,leader su thirunavukkarasar addresses media delhi terms aiadmk pmk alliance sinking ship,New Delhi,5,0,0,0,
1097798154089451521,1,0.00,0.00,0.3818,0.065,0.774,0.161,dominance,tamil nadu congress leaders kv arrived party president residence delhi locked alliance talks details awaited,Tue Feb 19 10:00:50 +0000 2019,151,1530,1775,False,0,leader su thirunavukkarasar addresses media delhi terms aiadmk pmk alliance sinking ship,Unknown,6,3,0,0,
1097784934016593920,1,0.00,1.00,0.0,0.0,1.0,0.0,dominance,ex congress minister vasan tamil manila congress likely seat aiadmk contest mayiladuthurai sources aiadmks alliance deals dmdk likely announced evening,Tue Feb 19 09:08:18 +0000 2019,2819,8889,8875,False,25,leader su thirunavukkarasar addresses media delhi terms aiadmk pmk alliance sinking ship,Chennai India,1,0,0,0,
1097755677169049600,1,0.00,0.00,0.6124,0.0,0.615,0.385,dominance,maharashtra tamilanadu turn sources join question remain dmk congress favorites,Tue Feb 19 07:12:03 +0000 2019,7747,65138,7284,False,2,leader su thirunavukkarasar addresses media delhi terms aiadmk pmk alliance sinking ship,India,4,0,0,0,
1097561528604053504,1,-0.39,0.83,-0.4767,0.291,0.709,0.0,sadness,per our report tough fight jd(s congress may edge seats seats seats,Mon Feb 18 18:20:34 +0000 2019,448,4802,1635,False,1,leader su thirunavukkarasar addresses media delhi terms aiadmk pmk alliance sinking ship,Chennai Tamil Nadu,7,3,0,0,
1097536762845515776,1,0.00,0.00,0.5267,0.0,0.541,0.459,dominance,anything gain power people ch+t*ya.🤣🤙👎,Mon Feb 18 16:42:10 +0000 2019,6864,1362,56,False,0,leader su thirunavukkarasar addresses media delhi terms aiadmk pmk alliance sinking ship,Unknown,8,1,0,0,joy
1097533130234318848,1,0.00,0.07,0.4404,0.0,0.633,0.367,anger,kick eventually competition friendship must last,Mon Feb 18 16:27:44 +0000 2019,7640,49607,466,False,4,leader su thirunavukkarasar addresses media delhi terms aiadmk pmk alliance sinking ship,Unknown,11,3,0,0,
1097527962746769408,1,0.10,0.27,0.3947,0.192,0.447,0.362,joy,completely demolish gonna fun alliance congress already accepted defeat mentally,Mon Feb 18 16:07:12 +0000 2019,0,282,1,False,0,leader su thirunavukkarasar addresses media delhi terms aiadmk pmk alliance sinking ship,Unknown,5,0,0,0,
1097496298058465280,1,0.40,1.00,0.4215,0.0,0.781,0.219,joy,amit shah announcing alliance tomorrow seat sharing may confirmed ac nr,Mon Feb 18 14:01:22 +0000 2019,23536,28845,1154,False,2,leader su thirunavukkarasar addresses media delhi terms aiadmk pmk alliance sinking ship,TAMILNADU,2,0,0,0,
1097474908206977025,1,0.00,0.07,0.0,0.0,1.0,0.0,dominance,heres shows election last days pic page captures space posts page space posts pic page captures space posts page space posts,Mon Feb 18 12:36:22 +0000 2019,1295,18764,1718,False,0,leader su thirunavukkarasar addresses media delhi terms aiadmk pmk alliance sinking ship,New Delhi India,6,0,0,0,
1097465753735880704,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,former mp kirti azad joins ahead ls polls,Mon Feb 18 12:00:00 +0000 2019,2,91911,19754,False,0,leader su thirunavukkarasar addresses media delhi terms aiadmk pmk alliance sinking ship,India,3,0,0,1,
1097437871068241920,1,0.00,0.00,0.0,0.0,1.0,0.0,dominance,former leader joins congress presence,Mon Feb 18 10:09:12 +0000 2019,143852,59694,373,False,1,former leader joins congress presence,Guntur India,1,3,0,1,
1097310472016138240,1,0.00,0.00,-0.3182,0.315,0.685,0.0,dominance,congress criticises campaign tactic upcoming polls,Mon Feb 18 01:42:58 +0000 2019,15,24794,5324,False,0,former leader joins congress presence,Pune,2,0,0,1,
1097102510509182977,1,-0.12,0.38,-0.5574,0.261,0.739,0.0,dominance,purported leader karnataka dock contents expose desperation topple coalition state ahead due aprilmay photo ians,Sun Feb 17 11:56:36 +0000 2019,2,113376,16379,False,0,former leader joins congress presence,New Delhi,8,0,0,0,
1097041922923741184,1,0.00,0.00,0.128,0.12,0.691,0.189,dominance,third front remain united vow form govts without congress something happen fight cong seats people think want rule,Sun Feb 17 07:55:51 +0000 2019,2049,18849,848,False,0,former leader joins congress presence,India,1,0,0,0,
1096771857905315841,1,0.35,0.65,0.7964,0.0,0.382,0.618,faith,selective congress gandhi family supporters cool supporters don…,Sat Feb 16 14:02:42 +0000 2019,26572,49352,163,False,1,selective congress gandhi family supporters cool supporters dont mock things trains country political party,Unknown,0,2,0,0,
1096761891639062528,1,0.05,0.50,0.0,0.0,1.0,0.0,dominance,congress president appointed sister priyanka vadra partys general secretary incharge eastern,Sat Feb 16 13:23:06 +0000 2019,0,2628,7,False,49,congress president appointed sister priyanka vadra partys general secretary incharge eastern uttar pradesh congis ecosystem already lok seats congress,Unknown,0,2,0,0,
1096751580232073216,1,0.17,0.38,0.9028,0.0,0.407,0.593,faith,selective congress gandhi family supporters cool supporters dont mock things trains country political party,Sat Feb 16 12:42:08 +0000 2019,90,5996,5355,False,1,congress president appointed sister priyanka vadra partys general secretary incharge eastern uttar pradesh congis ecosystem already lok seats congress,New Delhi India,3,1,0,1,
1096638285609283584,1,0.05,0.41,0.5719,0.0,0.734,0.266,arousal,tightly heated right getting seats lead getting seats followed chance facesaving result parties getting seats,Sat Feb 16 05:11:56 +0000 2019,2013,2331,39,False,0,congress president appointed sister priyanka vadra partys general secretary incharge eastern uttar pradesh congis ecosystem already lok seats congress,Unknown,5,1,0,0,
1096345664760369154,1,0.00,0.00,0.6808,0.113,0.542,0.346,joy,siddhu leaves join congress starts ganga jamuni nonsense sings praises pakistan defends pakistan tell difference parties distinction,Fri Feb 15 09:49:10 +0000 2019,1629,7347,143,False,0,congress president appointed sister priyanka vadra partys general secretary incharge eastern uttar pradesh congis ecosystem already lok seats congress,Unknown,2,0,0,1,
1099690046100258816,1,0.50,0.69,0.3182,0.0,0.796,0.204,dominance,sided mostly congress allies congress sweeping sure wats happening takes,Sun Feb 24 15:18:32 +0000 2019,1448,11605,365,False,0,congress president appointed sister priyanka vadra partys general secretary incharge eastern uttar pradesh congis ecosystem already lok seats congress,Unknown,13,0,0,0,
1099633882905874432,1,0.20,0.30,0.6597,0.0,0.565,0.435,joy,real thirsty whoever support time extract antinational party roots,Sun Feb 24 11:35:22 +0000 2019,4795,4039,45,False,0,congress president appointed sister priyanka vadra partys general secretary incharge eastern uttar pradesh congis ecosystem already lok seats congress,Kuwait ,4,8,0,1,angry
